Date,Name,Benchmark,Ccy,value,Portfolio,LookbackPeriod,Measure
30/4/2019,Fund_1,Bcmk_1,USD,1.004148994,Portfolio,1M,TrackingError
31/3/2019,Fund_1,Bcmk_1,USD,0.997553962,Portfolio,1M,TrackingError
28/2/2019,Fund_1,Bcmk_1,USD,1.582586504,Portfolio,1M,TrackingError
31/1/2019,Fund_1,Bcmk_1,USD,1.261984218,Portfolio,1M,TrackingError
31/12/2018,Fund_1,Bcmk_1,USD,2.208621802,Portfolio,1M,TrackingError
30/11/2018,Fund_1,Bcmk_1,USD,1.669114439,Portfolio,1M,TrackingError
31/10/2018,Fund_1,Bcmk_1,USD,0.936927548,Portfolio,1M,TrackingError
30/9/2018,Fund_1,Bcmk_1,USD,2.172723756,Portfolio,1M,TrackingError
31/8/2018,Fund_1,Bcmk_1,USD,0.902454304,Portfolio,1M,TrackingError
31/7/2018,Fund_1,Bcmk_1,USD,2.935015225,Portfolio,1M,TrackingError
30/6/2018,Fund_1,Bcmk_1,USD,0.125484462,Portfolio,1M,TrackingError
31/5/2018,Fund_1,Bcmk_1,USD,0.074918219,Portfolio,1M,TrackingError
30/4/2018,Fund_1,Bcmk_1,USD,1.035304128,Portfolio,1M,TrackingError
31/3/2018,Fund_1,Bcmk_1,USD,0.485346447,Portfolio,1M,TrackingError
28/2/2018,Fund_1,Bcmk_1,USD,2.872280665,Portfolio,1M,TrackingError
31/1/2018,Fund_1,Bcmk_1,USD,0.23331367,Portfolio,1M,TrackingError
31/12/2017,Fund_1,Bcmk_1,USD,2.121085012,Portfolio,1M,TrackingError
30/11/2017,Fund_1,Bcmk_1,USD,1.29399052,Portfolio,1M,TrackingError
31/10/2017,Fund_1,Bcmk_1,USD,2.724592654,Portfolio,1M,TrackingError
30/9/2017,Fund_1,Bcmk_1,USD,1.176982545,Portfolio,1M,TrackingError
31/8/2017,Fund_1,Bcmk_1,USD,0.127036143,Portfolio,1M,TrackingError
31/7/2017,Fund_1,Bcmk_1,USD,1.410362715,Portfolio,1M,TrackingError
30/6/2017,Fund_1,Bcmk_1,USD,2.106365197,Portfolio,1M,TrackingError
31/5/2017,Fund_1,Bcmk_1,USD,2.948301806,Portfolio,1M,TrackingError
30/4/2022,Fund_1,Bcmk_1,USD,2.788213122,Portfolio,3M,TrackingError
31/3/2022,Fund_1,Bcmk_1,USD,2.941203061,Portfolio,3M,TrackingError
28/2/2022,Fund_1,Bcmk_1,USD,2.611286278,Portfolio,3M,TrackingError
31/1/2022,Fund_1,Bcmk_1,USD,0.177040646,Portfolio,3M,TrackingError
31/12/2021,Fund_1,Bcmk_1,USD,2.224838223,Portfolio,3M,TrackingError
30/11/2021,Fund_1,Bcmk_1,USD,2.305633259,Portfolio,3M,TrackingError
31/10/2021,Fund_1,Bcmk_1,USD,0.940905808,Portfolio,3M,TrackingError
30/9/2021,Fund_1,Bcmk_1,USD,0.233648819,Portfolio,3M,TrackingError
31/8/2021,Fund_1,Bcmk_1,USD,1.954031497,Portfolio,3M,TrackingError
31/7/2021,Fund_1,Bcmk_1,USD,0.133664743,Portfolio,3M,TrackingError
30/6/2021,Fund_1,Bcmk_1,USD,1.953018833,Portfolio,3M,TrackingError
31/5/2021,Fund_1,Bcmk_1,USD,2.185371925,Portfolio,3M,TrackingError
30/4/2021,Fund_1,Bcmk_1,USD,1.705798202,Portfolio,3M,TrackingError
31/3/2021,Fund_1,Bcmk_1,USD,2.798620538,Portfolio,3M,TrackingError
28/2/2021,Fund_1,Bcmk_1,USD,0.724493337,Portfolio,3M,TrackingError
31/1/2021,Fund_1,Bcmk_1,USD,1.827921884,Portfolio,3M,TrackingError
31/12/2020,Fund_1,Bcmk_1,USD,0.911275209,Portfolio,3M,TrackingError
30/11/2020,Fund_1,Bcmk_1,USD,0.984786643,Portfolio,3M,TrackingError
31/10/2020,Fund_1,Bcmk_1,USD,2.76011321,Portfolio,3M,TrackingError
30/9/2020,Fund_1,Bcmk_1,USD,2.610414933,Portfolio,3M,TrackingError
31/8/2020,Fund_1,Bcmk_1,USD,2.249477436,Portfolio,3M,TrackingError
31/7/2020,Fund_1,Bcmk_1,USD,0.105539464,Portfolio,3M,TrackingError
30/6/2020,Fund_1,Bcmk_1,USD,1.296685286,Portfolio,3M,TrackingError
31/5/2020,Fund_1,Bcmk_1,USD,2.768843186,Portfolio,3M,TrackingError
30/4/2020,Fund_1,Bcmk_1,USD,0.636545629,Portfolio,3M,TrackingError
31/3/2020,Fund_1,Bcmk_1,USD,1.16058919,Portfolio,3M,TrackingError
29/2/2020,Fund_1,Bcmk_1,USD,0.818492956,Portfolio,3M,TrackingError
31/1/2020,Fund_1,Bcmk_1,USD,1.469092044,Portfolio,3M,TrackingError
31/12/2019,Fund_1,Bcmk_1,USD,1.09418072,Portfolio,3M,TrackingError
30/11/2019,Fund_1,Bcmk_1,USD,2.79646052,Portfolio,3M,TrackingError
31/10/2019,Fund_1,Bcmk_1,USD,1.401484065,Portfolio,3M,TrackingError
30/9/2019,Fund_1,Bcmk_1,USD,0.896819314,Portfolio,3M,TrackingError
31/8/2019,Fund_1,Bcmk_1,USD,0.745261644,Portfolio,3M,TrackingError
31/7/2019,Fund_1,Bcmk_1,USD,1.320105855,Portfolio,3M,TrackingError
30/6/2019,Fund_1,Bcmk_1,USD,1.816097192,Portfolio,3M,TrackingError
31/5/2019,Fund_1,Bcmk_1,USD,1.830676495,Portfolio,3M,TrackingError
30/4/2019,Fund_1,Bcmk_1,USD,0.664152342,Portfolio,3M,TrackingError
31/3/2019,Fund_1,Bcmk_1,USD,1.774836514,Portfolio,3M,TrackingError
28/2/2019,Fund_1,Bcmk_1,USD,1.43796632,Portfolio,3M,TrackingError
31/1/2019,Fund_1,Bcmk_1,USD,0.699280782,Portfolio,3M,TrackingError
31/12/2018,Fund_1,Bcmk_1,USD,2.929580521,Portfolio,3M,TrackingError
30/11/2018,Fund_1,Bcmk_1,USD,2.420141969,Portfolio,3M,TrackingError
31/10/2018,Fund_1,Bcmk_1,USD,0.638734333,Portfolio,3M,TrackingError
30/9/2018,Fund_1,Bcmk_1,USD,1.086541638,Portfolio,3M,TrackingError
31/8/2018,Fund_1,Bcmk_1,USD,2.87389288,Portfolio,3M,TrackingError
31/7/2018,Fund_1,Bcmk_1,USD,0.386294947,Portfolio,3M,TrackingError
30/6/2018,Fund_1,Bcmk_1,USD,0.314897838,Portfolio,3M,TrackingError
31/5/2018,Fund_1,Bcmk_1,USD,2.04700761,Portfolio,3M,TrackingError
30/4/2018,Fund_1,Bcmk_1,USD,2.734462725,Portfolio,3M,TrackingError
31/3/2018,Fund_1,Bcmk_1,USD,0.870981675,Portfolio,3M,TrackingError
28/2/2018,Fund_1,Bcmk_1,USD,1.769067946,Portfolio,3M,TrackingError
31/1/2018,Fund_1,Bcmk_1,USD,2.602974173,Portfolio,3M,TrackingError
31/12/2017,Fund_1,Bcmk_1,USD,0.240269178,Portfolio,3M,TrackingError
30/11/2017,Fund_1,Bcmk_1,USD,1.787625615,Portfolio,3M,TrackingError
31/10/2017,Fund_1,Bcmk_1,USD,1.876743184,Portfolio,3M,TrackingError
30/9/2017,Fund_1,Bcmk_1,USD,2.48577728,Portfolio,3M,TrackingError
31/8/2017,Fund_1,Bcmk_1,USD,2.376732292,Portfolio,3M,TrackingError
31/7/2017,Fund_1,Bcmk_1,USD,1.650735545,Portfolio,3M,TrackingError
30/6/2017,Fund_1,Bcmk_1,USD,2.219121929,Portfolio,3M,TrackingError
31/5/2017,Fund_1,Bcmk_1,USD,1.941413834,Portfolio,3M,TrackingError
30/4/2022,Fund_1,Bcmk_1,USD,0.780845323,Portfolio,1Y,TrackingError
31/3/2022,Fund_1,Bcmk_1,USD,0.070969047,Portfolio,1Y,TrackingError
28/2/2022,Fund_1,Bcmk_1,USD,2.469917595,Portfolio,1Y,TrackingError
31/1/2022,Fund_1,Bcmk_1,USD,1.593770109,Portfolio,1Y,TrackingError
31/12/2021,Fund_1,Bcmk_1,USD,2.810539629,Portfolio,1Y,TrackingError
30/11/2021,Fund_1,Bcmk_1,USD,1.828292187,Portfolio,1Y,TrackingError
31/10/2021,Fund_1,Bcmk_1,USD,1.579526799,Portfolio,1Y,TrackingError
30/9/2021,Fund_1,Bcmk_1,USD,2.643730773,Portfolio,1Y,TrackingError
31/8/2021,Fund_1,Bcmk_1,USD,1.037138795,Portfolio,1Y,TrackingError
31/7/2021,Fund_1,Bcmk_1,USD,2.232321757,Portfolio,1Y,TrackingError
30/6/2021,Fund_1,Bcmk_1,USD,2.831095247,Portfolio,1Y,TrackingError
31/5/2021,Fund_1,Bcmk_1,USD,2.736129577,Portfolio,1Y,TrackingError
30/4/2021,Fund_1,Bcmk_1,USD,2.626783106,Portfolio,1Y,TrackingError
31/3/2021,Fund_1,Bcmk_1,USD,1.418372203,Portfolio,1Y,TrackingError
28/2/2021,Fund_1,Bcmk_1,USD,2.069053241,Portfolio,1Y,TrackingError
31/1/2021,Fund_1,Bcmk_1,USD,0.18658133,Portfolio,1Y,TrackingError
31/12/2020,Fund_1,Bcmk_1,USD,1.441099523,Portfolio,1Y,TrackingError
30/11/2020,Fund_1,Bcmk_1,USD,1.521267226,Portfolio,1Y,TrackingError
31/10/2020,Fund_1,Bcmk_1,USD,1.641134514,Portfolio,1Y,TrackingError
30/9/2020,Fund_1,Bcmk_1,USD,1.334309989,Portfolio,1Y,TrackingError
31/8/2020,Fund_1,Bcmk_1,USD,1.871070223,Portfolio,1Y,TrackingError
31/7/2020,Fund_1,Bcmk_1,USD,1.832643465,Portfolio,1Y,TrackingError
30/6/2020,Fund_1,Bcmk_1,USD,1.986674353,Portfolio,1Y,TrackingError
31/5/2020,Fund_1,Bcmk_1,USD,1.865474589,Portfolio,1Y,TrackingError
30/4/2020,Fund_1,Bcmk_1,USD,2.657408066,Portfolio,1Y,TrackingError
31/3/2020,Fund_1,Bcmk_1,USD,2.471960121,Portfolio,1Y,TrackingError
29/2/2020,Fund_1,Bcmk_1,USD,1.536446629,Portfolio,1Y,TrackingError
31/1/2020,Fund_1,Bcmk_1,USD,0.530953222,Portfolio,1Y,TrackingError
31/12/2019,Fund_1,Bcmk_1,USD,0.444340954,Portfolio,1Y,TrackingError
30/11/2019,Fund_1,Bcmk_1,USD,2.815930542,Portfolio,1Y,TrackingError
31/10/2019,Fund_1,Bcmk_1,USD,1.488094032,Portfolio,1Y,TrackingError
30/9/2019,Fund_1,Bcmk_1,USD,1.251099405,Portfolio,1Y,TrackingError
31/8/2019,Fund_1,Bcmk_1,USD,1.490953547,Portfolio,1Y,TrackingError
31/7/2019,Fund_1,Bcmk_1,USD,1.430426731,Portfolio,1Y,TrackingError
30/6/2019,Fund_1,Bcmk_1,USD,1.477280006,Portfolio,1Y,TrackingError
31/5/2019,Fund_1,Bcmk_1,USD,1.603186029,Portfolio,1Y,TrackingError
30/4/2019,Fund_1,Bcmk_1,USD,0.540522922,Portfolio,1Y,TrackingError
31/3/2019,Fund_1,Bcmk_1,USD,0.281434408,Portfolio,1Y,TrackingError
28/2/2019,Fund_1,Bcmk_1,USD,1.710848746,Portfolio,1Y,TrackingError
31/1/2019,Fund_1,Bcmk_1,USD,2.329700964,Portfolio,1Y,TrackingError
31/12/2018,Fund_1,Bcmk_1,USD,1.888207106,Portfolio,1Y,TrackingError
30/11/2018,Fund_1,Bcmk_1,USD,2.005659664,Portfolio,1Y,TrackingError
31/10/2018,Fund_1,Bcmk_1,USD,2.033769908,Portfolio,1Y,TrackingError
30/9/2018,Fund_1,Bcmk_1,USD,2.235895453,Portfolio,1Y,TrackingError
31/8/2018,Fund_1,Bcmk_1,USD,0.258281239,Portfolio,1Y,TrackingError
31/7/2018,Fund_1,Bcmk_1,USD,1.301857981,Portfolio,1Y,TrackingError
30/6/2018,Fund_1,Bcmk_1,USD,1.171408973,Portfolio,1Y,TrackingError
31/5/2018,Fund_1,Bcmk_1,USD,1.944681199,Portfolio,1Y,TrackingError
30/4/2018,Fund_1,Bcmk_1,USD,1.627384316,Portfolio,1Y,TrackingError
31/3/2018,Fund_1,Bcmk_1,USD,0.051484084,Portfolio,1Y,TrackingError
28/2/2018,Fund_1,Bcmk_1,USD,1.693529128,Portfolio,1Y,TrackingError
31/1/2018,Fund_1,Bcmk_1,USD,0.087723259,Portfolio,1Y,TrackingError
31/12/2017,Fund_1,Bcmk_1,USD,2.712681023,Portfolio,1Y,TrackingError
30/11/2017,Fund_1,Bcmk_1,USD,0.78914463,Portfolio,1Y,TrackingError
31/10/2017,Fund_1,Bcmk_1,USD,1.97669296,Portfolio,1Y,TrackingError
30/9/2017,Fund_1,Bcmk_1,USD,0.791106383,Portfolio,1Y,TrackingError
31/8/2017,Fund_1,Bcmk_1,USD,2.606457968,Portfolio,1Y,TrackingError
31/7/2017,Fund_1,Bcmk_1,USD,2.437922473,Portfolio,1Y,TrackingError
30/6/2017,Fund_1,Bcmk_1,USD,2.06804282,Portfolio,1Y,TrackingError
31/5/2017,Fund_1,Bcmk_1,USD,1.831017672,Portfolio,1Y,TrackingError
30/4/2022,Fund_1,Bcmk_1,USD,2.6497695,Portfolio,3Y,TrackingError
31/3/2022,Fund_1,Bcmk_1,USD,0.86404501,Portfolio,3Y,TrackingError
28/2/2022,Fund_1,Bcmk_1,USD,2.127045266,Portfolio,3Y,TrackingError
31/1/2022,Fund_1,Bcmk_1,USD,0.216662095,Portfolio,3Y,TrackingError
31/12/2021,Fund_1,Bcmk_1,USD,0.617268628,Portfolio,3Y,TrackingError
30/11/2021,Fund_1,Bcmk_1,USD,0.570633521,Portfolio,3Y,TrackingError
31/10/2021,Fund_1,Bcmk_1,USD,1.717516613,Portfolio,3Y,TrackingError
30/9/2021,Fund_1,Bcmk_1,USD,2.753924745,Portfolio,3Y,TrackingError
31/8/2021,Fund_1,Bcmk_1,USD,1.335363242,Portfolio,3Y,TrackingError
31/7/2021,Fund_1,Bcmk_1,USD,0.663708092,Portfolio,3Y,TrackingError
30/6/2021,Fund_1,Bcmk_1,USD,1.500706703,Portfolio,3Y,TrackingError
31/5/2021,Fund_1,Bcmk_1,USD,0.706181469,Portfolio,3Y,TrackingError
30/4/2021,Fund_1,Bcmk_1,USD,2.614387152,Portfolio,3Y,TrackingError
31/3/2021,Fund_1,Bcmk_1,USD,0.786098668,Portfolio,3Y,TrackingError
28/2/2021,Fund_1,Bcmk_1,USD,1.226973968,Portfolio,3Y,TrackingError
31/1/2021,Fund_1,Bcmk_1,USD,1.558419323,Portfolio,3Y,TrackingError
31/12/2020,Fund_1,Bcmk_1,USD,2.793031464,Portfolio,3Y,TrackingError
30/11/2020,Fund_1,Bcmk_1,USD,1.525637544,Portfolio,3Y,TrackingError
31/10/2020,Fund_1,Bcmk_1,USD,0.151092691,Portfolio,3Y,TrackingError
30/9/2020,Fund_1,Bcmk_1,USD,0.074700369,Portfolio,3Y,TrackingError
31/8/2020,Fund_1,Bcmk_1,USD,2.75444157,Portfolio,3Y,TrackingError
31/7/2020,Fund_1,Bcmk_1,USD,2.142415324,Portfolio,3Y,TrackingError
30/6/2020,Fund_1,Bcmk_1,USD,0.634092094,Portfolio,3Y,TrackingError
31/5/2020,Fund_1,Bcmk_1,USD,2.293347955,Portfolio,3Y,TrackingError
30/4/2020,Fund_1,Bcmk_1,USD,0.172694835,Portfolio,3Y,TrackingError
31/3/2020,Fund_1,Bcmk_1,USD,2.551706535,Portfolio,3Y,TrackingError
29/2/2020,Fund_1,Bcmk_1,USD,2.694309666,Portfolio,3Y,TrackingError
31/1/2020,Fund_1,Bcmk_1,USD,1.600204567,Portfolio,3Y,TrackingError
31/12/2019,Fund_1,Bcmk_1,USD,0.176314681,Portfolio,3Y,TrackingError
30/11/2019,Fund_1,Bcmk_1,USD,2.531435958,Portfolio,3Y,TrackingError
31/10/2019,Fund_1,Bcmk_1,USD,0.781895118,Portfolio,3Y,TrackingError
30/9/2019,Fund_1,Bcmk_1,USD,2.08201373,Portfolio,3Y,TrackingError
31/8/2019,Fund_1,Bcmk_1,USD,1.782745774,Portfolio,3Y,TrackingError
31/7/2019,Fund_1,Bcmk_1,USD,1.260757682,Portfolio,3Y,TrackingError
30/6/2019,Fund_1,Bcmk_1,USD,1.129402254,Portfolio,3Y,TrackingError
31/5/2019,Fund_1,Bcmk_1,USD,0.74344596,Portfolio,3Y,TrackingError
30/4/2019,Fund_1,Bcmk_1,USD,1.52215788,Portfolio,3Y,TrackingError
31/3/2019,Fund_1,Bcmk_1,USD,2.577427875,Portfolio,3Y,TrackingError
28/2/2019,Fund_1,Bcmk_1,USD,2.875636825,Portfolio,3Y,TrackingError
31/1/2019,Fund_1,Bcmk_1,USD,0.600971208,Portfolio,3Y,TrackingError
31/12/2018,Fund_1,Bcmk_1,USD,0.265651931,Portfolio,3Y,TrackingError
30/11/2018,Fund_1,Bcmk_1,USD,2.283644123,Portfolio,3Y,TrackingError
31/10/2018,Fund_1,Bcmk_1,USD,1.60647149,Portfolio,3Y,TrackingError
30/9/2018,Fund_1,Bcmk_1,USD,0.439664784,Portfolio,3Y,TrackingError
31/8/2018,Fund_1,Bcmk_1,USD,0.101183428,Portfolio,3Y,TrackingError
31/7/2018,Fund_1,Bcmk_1,USD,0.660217621,Portfolio,3Y,TrackingError
30/6/2018,Fund_1,Bcmk_1,USD,2.848838558,Portfolio,3Y,TrackingError
31/5/2018,Fund_1,Bcmk_1,USD,2.098314884,Portfolio,3Y,TrackingError
30/4/2018,Fund_1,Bcmk_1,USD,1.975070406,Portfolio,3Y,TrackingError
31/3/2018,Fund_1,Bcmk_1,USD,0.984175748,Portfolio,3Y,TrackingError
28/2/2018,Fund_1,Bcmk_1,USD,2.391214646,Portfolio,3Y,TrackingError
31/1/2018,Fund_1,Bcmk_1,USD,1.12572061,Portfolio,3Y,TrackingError
31/12/2017,Fund_1,Bcmk_1,USD,0.827041116,Portfolio,3Y,TrackingError
30/11/2017,Fund_1,Bcmk_1,USD,0.838534746,Portfolio,3Y,TrackingError
31/10/2017,Fund_1,Bcmk_1,USD,1.639429071,Portfolio,3Y,TrackingError
30/9/2017,Fund_1,Bcmk_1,USD,2.185845019,Portfolio,3Y,TrackingError
31/8/2017,Fund_1,Bcmk_1,USD,0.697957124,Portfolio,3Y,TrackingError
31/7/2017,Fund_1,Bcmk_1,USD,2.059419051,Portfolio,3Y,TrackingError
30/6/2017,Fund_1,Bcmk_1,USD,1.395304027,Portfolio,3Y,TrackingError
31/5/2017,Fund_1,Bcmk_1,USD,0.368108269,Portfolio,3Y,TrackingError
30/4/2022,Fund_1,Bcmk_1,USD,1.523784742,Portfolio,1M,BearTrackingError
31/3/2022,Fund_1,Bcmk_1,USD,1.201104408,Portfolio,1M,BearTrackingError
28/2/2022,Fund_1,Bcmk_1,USD,0.023423008,Portfolio,1M,BearTrackingError
31/1/2022,Fund_1,Bcmk_1,USD,2.585195009,Portfolio,1M,BearTrackingError
31/12/2021,Fund_1,Bcmk_1,USD,1.52288631,Portfolio,1M,BearTrackingError
30/11/2021,Fund_1,Bcmk_1,USD,2.049613327,Portfolio,1M,BearTrackingError
31/10/2021,Fund_1,Bcmk_1,USD,0.243217667,Portfolio,1M,BearTrackingError
30/9/2021,Fund_1,Bcmk_1,USD,0.091896548,Portfolio,1M,BearTrackingError
31/8/2021,Fund_1,Bcmk_1,USD,0.513354868,Portfolio,1M,BearTrackingError
31/7/2021,Fund_1,Bcmk_1,USD,1.910457242,Portfolio,1M,BearTrackingError
30/6/2021,Fund_1,Bcmk_1,USD,1.296015439,Portfolio,1M,BearTrackingError
31/5/2021,Fund_1,Bcmk_1,USD,1.867681194,Portfolio,1M,BearTrackingError
30/4/2021,Fund_1,Bcmk_1,USD,1.890593727,Portfolio,1M,BearTrackingError
31/3/2021,Fund_1,Bcmk_1,USD,0.142346929,Portfolio,1M,BearTrackingError
28/2/2021,Fund_1,Bcmk_1,USD,1.33364838,Portfolio,1M,BearTrackingError
31/1/2021,Fund_1,Bcmk_1,USD,0.880295859,Portfolio,1M,BearTrackingError
31/12/2020,Fund_1,Bcmk_1,USD,2.416782009,Portfolio,1M,BearTrackingError
30/11/2020,Fund_1,Bcmk_1,USD,0.996944207,Portfolio,1M,BearTrackingError
31/10/2020,Fund_1,Bcmk_1,USD,2.231348348,Portfolio,1M,BearTrackingError
30/9/2020,Fund_1,Bcmk_1,USD,1.894172106,Portfolio,1M,BearTrackingError
31/8/2020,Fund_1,Bcmk_1,USD,0.714958646,Portfolio,1M,BearTrackingError
31/7/2020,Fund_1,Bcmk_1,USD,2.785589694,Portfolio,1M,BearTrackingError
30/6/2020,Fund_1,Bcmk_1,USD,2.653610978,Portfolio,1M,BearTrackingError
31/5/2020,Fund_1,Bcmk_1,USD,2.232887362,Portfolio,1M,BearTrackingError
30/4/2020,Fund_1,Bcmk_1,USD,0.711329634,Portfolio,1M,BearTrackingError
31/3/2020,Fund_1,Bcmk_1,USD,1.744715,Portfolio,1M,BearTrackingError
29/2/2020,Fund_1,Bcmk_1,USD,0.252906025,Portfolio,1M,BearTrackingError
31/1/2020,Fund_1,Bcmk_1,USD,0.001270404,Portfolio,1M,BearTrackingError
31/12/2019,Fund_1,Bcmk_1,USD,0.282692545,Portfolio,1M,BearTrackingError
30/11/2019,Fund_1,Bcmk_1,USD,0.015991193,Portfolio,1M,BearTrackingError
31/10/2019,Fund_1,Bcmk_1,USD,0.944627647,Portfolio,1M,BearTrackingError
30/9/2019,Fund_1,Bcmk_1,USD,2.262520678,Portfolio,1M,BearTrackingError
31/8/2019,Fund_1,Bcmk_1,USD,2.277646046,Portfolio,1M,BearTrackingError
31/7/2019,Fund_1,Bcmk_1,USD,0.181951846,Portfolio,1M,BearTrackingError
30/6/2019,Fund_1,Bcmk_1,USD,2.384344757,Portfolio,1M,BearTrackingError
31/5/2019,Fund_1,Bcmk_1,USD,0.000216466,Portfolio,1M,BearTrackingError
30/4/2019,Fund_1,Bcmk_1,USD,0.55360425,Portfolio,1M,BearTrackingError
31/3/2019,Fund_1,Bcmk_1,USD,2.243362909,Portfolio,1M,BearTrackingError
28/2/2019,Fund_1,Bcmk_1,USD,2.797591774,Portfolio,1M,BearTrackingError
31/1/2019,Fund_1,Bcmk_1,USD,1.092963356,Portfolio,1M,BearTrackingError
31/12/2018,Fund_1,Bcmk_1,USD,1.678720951,Portfolio,1M,BearTrackingError
30/11/2018,Fund_1,Bcmk_1,USD,2.01154323,Portfolio,1M,BearTrackingError
31/10/2018,Fund_1,Bcmk_1,USD,2.392776592,Portfolio,1M,BearTrackingError
30/9/2018,Fund_1,Bcmk_1,USD,1.516858086,Portfolio,1M,BearTrackingError
31/8/2018,Fund_1,Bcmk_1,USD,1.288386404,Portfolio,1M,BearTrackingError
31/7/2018,Fund_1,Bcmk_1,USD,1.879573245,Portfolio,1M,BearTrackingError
30/6/2018,Fund_1,Bcmk_1,USD,0.032465322,Portfolio,1M,BearTrackingError
31/5/2018,Fund_1,Bcmk_1,USD,1.55722858,Portfolio,1M,BearTrackingError
30/4/2018,Fund_1,Bcmk_1,USD,1.237908704,Portfolio,1M,BearTrackingError
31/3/2018,Fund_1,Bcmk_1,USD,0.958207915,Portfolio,1M,BearTrackingError
28/2/2018,Fund_1,Bcmk_1,USD,1.540555373,Portfolio,1M,BearTrackingError
31/1/2018,Fund_1,Bcmk_1,USD,2.188640293,Portfolio,1M,BearTrackingError
31/12/2017,Fund_1,Bcmk_1,USD,0.231562345,Portfolio,1M,BearTrackingError
30/11/2017,Fund_1,Bcmk_1,USD,2.352434017,Portfolio,1M,BearTrackingError
31/10/2017,Fund_1,Bcmk_1,USD,2.568727504,Portfolio,1M,BearTrackingError
30/9/2017,Fund_1,Bcmk_1,USD,0.203319534,Portfolio,1M,BearTrackingError
31/8/2017,Fund_1,Bcmk_1,USD,1.751795534,Portfolio,1M,BearTrackingError
31/7/2017,Fund_1,Bcmk_1,USD,1.863996365,Portfolio,1M,BearTrackingError
30/6/2017,Fund_1,Bcmk_1,USD,1.393489895,Portfolio,1M,BearTrackingError
31/5/2017,Fund_1,Bcmk_1,USD,0.72653827,Portfolio,1M,BearTrackingError
30/4/2022,Fund_1,Bcmk_1,USD,2.391789891,Portfolio,3M,BearTrackingError
31/3/2022,Fund_1,Bcmk_1,USD,2.482909972,Portfolio,3M,BearTrackingError
28/2/2022,Fund_1,Bcmk_1,USD,2.196014209,Portfolio,3M,BearTrackingError
31/1/2022,Fund_1,Bcmk_1,USD,0.525394883,Portfolio,3M,BearTrackingError
31/12/2021,Fund_1,Bcmk_1,USD,2.660408155,Portfolio,3M,BearTrackingError
30/11/2021,Fund_1,Bcmk_1,USD,2.315356246,Portfolio,3M,BearTrackingError
31/10/2021,Fund_1,Bcmk_1,USD,0.869180614,Portfolio,3M,BearTrackingError
30/9/2021,Fund_1,Bcmk_1,USD,1.087313706,Portfolio,3M,BearTrackingError
31/8/2021,Fund_1,Bcmk_1,USD,1.470543641,Portfolio,3M,BearTrackingError
31/7/2021,Fund_1,Bcmk_1,USD,1.592636648,Portfolio,3M,BearTrackingError
30/6/2021,Fund_1,Bcmk_1,USD,2.274719801,Portfolio,3M,BearTrackingError
31/5/2021,Fund_1,Bcmk_1,USD,0.086466122,Portfolio,3M,BearTrackingError
30/4/2021,Fund_1,Bcmk_1,USD,2.980933551,Portfolio,3M,BearTrackingError
31/3/2021,Fund_1,Bcmk_1,USD,0.646914339,Portfolio,3M,BearTrackingError
28/2/2021,Fund_1,Bcmk_1,USD,1.249392826,Portfolio,3M,BearTrackingError
31/1/2021,Fund_1,Bcmk_1,USD,1.83015398,Portfolio,3M,BearTrackingError
31/12/2020,Fund_1,Bcmk_1,USD,2.180274564,Portfolio,3M,BearTrackingError
30/11/2020,Fund_1,Bcmk_1,USD,1.753678689,Portfolio,3M,BearTrackingError
31/10/2020,Fund_1,Bcmk_1,USD,0.827811309,Portfolio,3M,BearTrackingError
30/9/2020,Fund_1,Bcmk_1,USD,0.399746236,Portfolio,3M,BearTrackingError
31/8/2020,Fund_1,Bcmk_1,USD,0.996911217,Portfolio,3M,BearTrackingError
31/7/2020,Fund_1,Bcmk_1,USD,0.047236643,Portfolio,3M,BearTrackingError
30/6/2020,Fund_1,Bcmk_1,USD,0.224566922,Portfolio,3M,BearTrackingError
31/5/2020,Fund_1,Bcmk_1,USD,1.105972786,Portfolio,3M,BearTrackingError
30/4/2020,Fund_1,Bcmk_1,USD,2.986832182,Portfolio,3M,BearTrackingError
31/3/2020,Fund_1,Bcmk_1,USD,2.112780609,Portfolio,3M,BearTrackingError
29/2/2020,Fund_1,Bcmk_1,USD,0.502476496,Portfolio,3M,BearTrackingError
31/1/2020,Fund_1,Bcmk_1,USD,2.095107268,Portfolio,3M,BearTrackingError
31/12/2019,Fund_1,Bcmk_1,USD,1.232567907,Portfolio,3M,BearTrackingError
30/11/2019,Fund_1,Bcmk_1,USD,0.612005137,Portfolio,3M,BearTrackingError
31/10/2019,Fund_1,Bcmk_1,USD,2.049433237,Portfolio,3M,BearTrackingError
30/9/2019,Fund_1,Bcmk_1,USD,2.131127,Portfolio,3M,BearTrackingError
31/8/2019,Fund_1,Bcmk_1,USD,2.407709758,Portfolio,3M,BearTrackingError
31/7/2019,Fund_1,Bcmk_1,USD,0.924532279,Portfolio,3M,BearTrackingError
30/6/2019,Fund_1,Bcmk_1,USD,1.877557359,Portfolio,3M,BearTrackingError
31/5/2019,Fund_1,Bcmk_1,USD,0.003362055,Portfolio,3M,BearTrackingError
30/4/2019,Fund_1,Bcmk_1,USD,1.758033886,Portfolio,3M,BearTrackingError
31/3/2019,Fund_1,Bcmk_1,USD,2.142883951,Portfolio,3M,BearTrackingError
28/2/2019,Fund_1,Bcmk_1,USD,1.496637768,Portfolio,3M,BearTrackingError
